,xxx
6589,[F:1][C:2]12[CH:3]([CH:4]3[CH:5]=[CH:6][CH:7]1[O:8]3)[CH:14]([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[N:13]=[C:12]2[C:10]([CH3:9])=[O:11]
6590,[CH2:1]1[C@H:2]2[C@@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:12]([CH3:11])([C:13]#[N:14])[NH:15][C:16]2([C:17]#[N:18])[C:19]#[N:20]
6591,[C:1]1(=[O:2])[C:3]([O:4][CH3:5])=[C:6]([O:7][CH3:8])[C:9](=[O:10])[C@@:11]2([CH3:12])[C@:13]1([CH3:14])[C:21]([C:22]#[N:23])([C:24](=[O:25])[NH:26][CH3:27])[NH:20][C:19]2([C:17]([NH:16][CH3:15])=[O:18])[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1
6592,[CH3:9][NH:10][C:11](=[O:12])[C-:13]([C:14]#[N:15])[NH+:16]=[CH:17][C:18]([CH3:19])=[O:20].[F:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2
6593,[CH3:14][NH:15][C:16](=[O:17])[N-:18][N+:19]#[C:20][C:21](=[O:22])[O:23][CH3:24].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]2[CH2:10][CH2:11][CH:12]1[CH2:13]2
6594,[CH3:1][C:2](=[O:3])[C:4]1([F:5])[C:6]2=[C:7]([C:8]([C:9]([F:10])([F:11])[F:12])([C:13]([F:14])([F:15])[F:16])[CH2:17][CH2:18][CH2:19][CH2:20]1)[C:25]([C:23]([NH:22][CH3:21])=[O:24])([c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[O:26][C:27]2([CH3:28])[C:29](=[O:30])[O:31][CH3:32]
6595,[C:1]1(=[O:2])[C:3]([O:4][CH3:5])=[C:6]([O:7][CH3:8])[C:9](=[O:10])[C:11]([CH3:12])=[C:13]1[CH3:14].[CH3:15][O:16][C:17](=[O:18])[C:19]([C:20](=[O:21])[O:22][CH3:23])=[N+:24]([CH3:25])[C-:26]([CH3:27])[C:28]([CH3:29])=[O:30]
6596,[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:16]([C:14]([NH:13][CH3:12])=[O:15])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[N:23]([CH3:24])[C:25]3([CH3:26])[C:27](=[O:28])[NH:29][CH3:30]
6597,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][CH:16]([C:17]#[N:18])[O:15][C:14]1([C:12]([O:11][CH3:10])=[O:13])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1
6598,[CH3:1][O:2][C:3](=[O:4])[C:5]1([F:6])[C:7]#[C:8][C:9]([C:10]([F:11])([F:12])[F:13])([C:14]([F:15])([F:16])[F:17])[CH2:18][CH2:19][CH2:20][CH2:21]1.[CH3:22][c:23]1[nH+:24][c-:25](-[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[c:32](=[O:33])[o:34]1
6599,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[C:6]([C:7]#[N:8])=[NH+:9][C-:10]([CH3:11])[C:12]([CH3:13])=[O:14]
6600,[CH3:1][O:2][C:3](=[O:4])[CH:5]1[C:6]2=[C:7]([C:8]([F:9])([F:10])[CH2:11][CH2:12][CH2:13][CH2:14]1)[C:17]1([C:16]#[N:15])[NH:18][C:19]2([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[C:26](=[O:27])[O:28]1
6601,[CH3:11][C:12](=[O:13])[C:14]([C:15]([CH3:16])=[O:17])=[N+:18]([CH3:19])[C-:20]([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[N:1]#[C:2][C:3]1=[C:4]([Cl:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2
6602,[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[CH:25]([C:26]([CH3:27])=[O:28])[N:23]([CH3:24])[N:22]2[C:20]([O:19][CH3:18])=[O:21]
6603,[CH3:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[C:9]2=[C:10]([C:11]([c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)([c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[CH2:24][CH2:25][CH2:26][CH2:27]1)[C:31]([C:32]#[N:33])([C:34](=[O:35])[NH:36][CH3:37])[N:30]=[C:29]2[CH3:28]
6604,[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[CH:16]([C:17]#[N:18])[NH:15][C:14]1([C:12]([NH:11][CH3:10])=[O:13])[C:19](=[O:20])[O:21][CH3:22]
6605,[CH3:1][C@H:2]1[C@H:3]([CH3:4])[CH:12]([C:13]([CH3:14])=[O:15])[O:11][C:9]1([C:7]([NH:6][CH3:5])=[O:8])[CH3:10]
6606,[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:27](=[O:28])[NH:29][CH3:30])[NH:15][C:16]3([C:17](=[O:18])[O:19][CH3:20])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
6607,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([CH3:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[CH:17]([C:15]([NH:14][CH3:13])=[O:16])[NH:18][C:19]3([C:20]([CH3:21])=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1
6608,[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[CH:9]([C:7]([NH:6][CH3:5])=[O:8])[NH:10][CH:11]1[C:12]([CH3:13])=[O:14]
6609,[CH2:1]1[C@H:2]2[C@@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:12]1([CH3:11])[O:13][C:14]2([C:15]#[N:16])[O:17][C:18]1=[O:19]
6610,[CH2:1]=[CH2:2].[N:3]#[C:4][c-:5]1[o+:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[o:14][c:15]1=[O:16]
6611,[F:1][C:2]1=[CH:3][CH:4]2[CH:5]3[CH:6]([CH:7]1[O:8]2)[C:13]([C:11]([NH:10][CH3:9])=[O:12])([C:14](=[O:15])[O:16][CH3:17])[N:18]([CH3:19])[C:20]3([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1
6612,[CH3:13][NH:14][C:15](=[O:16])[C:17]#[N+:18][C-:19]([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1.[F:1][C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2
6613,[O-:1][C:2](=[O:3])[C@@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[C:13]([C:11]([NH:10][CH3:9])=[O:12])([C:20]([CH3:21])=[O:22])[NH:14][C:15]1([C:16]#[N:17])[C:18]#[N:19]
6614,[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:15]([C:13]([CH3:12])=[O:14])([C:16]#[N:17])[N:18]([CH3:19])[C:20]2([CH3:21])[CH3:22]
6615,[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[CH:7]=[CH:8]1.[CH2-:9][NH+:10]=[C:11]([C:12]#[N:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1
6616,[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([Br:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:16]1([C:14]([CH3:13])=[O:15])[NH:17][C:18]2([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[C:25](=[O:26])[O:27]1
6617,[CH3:1][O:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([C:8]([CH3:9])=[O:10])([C:11]([CH3:12])=[O:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:24]([C:25](=[O:26])[O:27][CH3:28])[NH:23][N:22]2[C:20]([NH:19][CH3:18])=[O:21]
6618,[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:21]([C:22](=[O:23])[O:24][CH3:25])([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[N:19]([CH3:20])[C:14]2([C:12]([NH:11][CH3:10])=[O:13])[C:15](=[O:16])[NH:17][CH3:18]
6619,[CH3:15][O:16][C:17](=[O:18])[C:19]([C:20]#[N:21])=[O+:22][C-:23]([c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1.[CH3:1][O:2][C:3]([O:4][CH3:5])=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]([F:12])([F:13])[F:14]
6620,[N:1]#[C:2][C:3]12[C:4]([Cl:5])([CH:6]3[CH2:7][CH2:8][CH:9]1[CH2:10]3)[C:17]([C:18]#[N:19])([C:20]#[N:21])[O:16][C:15]2([C:13]([O:12][CH3:11])=[O:14])[C:22](=[O:23])[O:24][CH3:25]
6621,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[CH3:11][O:12][C:13](=[O:14])[c:15]1[o:16][c:17](=[O:18])[c-:19](-[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[o+:26]1
6622,[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH2:12][CH2:13][CH:14]1[CH2:15]3)[C:20]([C:18]([O:17][CH3:16])=[O:19])([C:21]#[N:22])[N:23]=[N:24]2
6623,[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:8]2([C:6]([CH3:5])=[O:7])[C:9](=[O:10])[O:11][C:12]1([C:13]#[N:14])[N:15]2[CH3:16]
6624,[C:1]1(=[O:2])[C@:3]2([O:4][CH3:5])[C@:6]([O:7][CH3:8])([C:9](=[O:10])[C:11]([CH3:12])=[C:13]1[CH3:14])[C:24]([CH3:25])([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)[N:22]([CH3:23])[C:19]2([C:17]([NH:16][CH3:15])=[O:18])[C:20]#[N:21]
6625,[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2.[N:12]#[C:13][C-:14]([C:15]#[N:16])[NH+:17]=[CH:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1
6626,[CH3:14][NH:15][C:16](=[O:17])[CH:18]=[N+:19]([CH3:20])[C-:21]([C:22](=[O:23])[NH:24][CH3:25])[C:26](=[O:27])[NH:28][CH3:29].[CH3:1][O:2][C:3]1=[C:4]([C:5]([F:6])([F:7])[F:8])[CH:9]2[CH:10]=[CH:11][CH:12]1[O:13]2
6627,[CH3:1][C@H:2]1[C@H:3]([CH3:4])[N:6]([CH3:5])[NH:7][C:8]1([C:9]#[N:10])[C:11](=[O:12])[O:13][CH3:14]
6628,[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[CH:8]2[CH:9]3[CH:10]([CH:11]1[O:12]2)[C:16]([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)=[N:15][C:14]3([CH3:13])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1
6629,[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[CH2:5][O:6][C:7]1([C:8]#[N:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1
6630,[C:1]1(=[O:2])[C:3]([O:4][CH3:5])=[C:6]([O:7][CH3:8])[C:9](=[O:10])[C@@:11]2([CH3:12])[C@:13]1([CH3:14])[C:23]([CH3:24])([C:25]([CH3:26])=[O:27])[NH:22][C:19]2([C:17]([NH:16][CH3:15])=[O:18])[C:20]#[N:21]
6631,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[C-:9]([C:10](=[O:11])[NH:12][CH3:13])[N+:14]([CH3:15])=[C:16]([C:17]([CH3:18])=[O:19])[C:20](=[O:21])[O:22][CH3:23]
6632,[CH3:16][NH:17][C:18](=[O:19])[C:20](=[NH+:21][C-:22]([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)[C:35](=[O:36])[O:37][CH3:38].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[O:9][CH3:10])[CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2
6633,[CH3:19][C:20](=[O:21])[C:22](=[NH+:23][C-:24]([C:25]([CH3:26])=[O:27])[c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1)[C:34]([CH3:35])=[O:36].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([F:13])([F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1
6634,[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[N:27]([C:25]([NH:24][CH3:23])=[O:26])[N:28]([CH3:29])[O:30]1
6635,[CH3:16][O:17][C:18](=[O:19])[CH:20]=[N+:21]([CH3:22])[C-:23]([C:24]#[N:25])[C:26](=[O:27])[O:28][CH3:29].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:11]2[CH:12]=[CH:13][CH:14]1[O:15]2
6636,[CH2:1]1[C@@H:2]2[C@H:3]([N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10])[C:17]1([CH3:18])[NH:16][C:15]2([C:13]([O:12][CH3:11])=[O:14])[O:21][C:19]1=[O:20]
6637,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([F:7])([F:8])[F:9])[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][O:22][C:23](=[O:24])[CH:25]=[NH+:26][O-:27]
6638,[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:10]([C:8]([CH3:7])=[O:9])([C:11]#[N:12])[NH:13][N:14]1[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1
6639,[CH2:1]1[CH2:2][C:6]([C:7]#[N:8])([C:9]#[N:10])[N:5]=[C:4]1[CH3:3]
6640,[CH3:1][O:2][C:3]1=[C:4]([F:5])[N:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[N:7]([CH3:6])[C:15]1([C:16]#[N:17])[C:18]#[N:19]
6641,[CH3:1][C:2](=[O:3])[C:4]#[C:5][F:6].[CH3:7][NH:8][C:9](=[O:10])[c:11]1[nH+:12][c-:13]([C:14]#[N:15])[c:16](=[O:17])[o:18]1
6642,[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:10]([C:8]([O:7][CH3:6])=[O:9])([C:11]#[N:12])[N:13]([CH3:14])[C:15]1([C:16]([CH3:17])=[O:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1
6643,[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[CH:13]([CH3:12])[NH:14][N:15]2[C:16]([CH3:17])=[O:18]
6644,[CH2:1]=[C:2]([CH3:3])[CH3:4].[CH3:5][C-:6]([C:7]#[N:8])[N+:9]#[C:10][C:11]#[N:12]
6645,[CH3:1][O:2][C:3](=[O:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[C:12]#[C:13][C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)([c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27][CH2:28][CH2:29][CH2:30]1.[CH3:31][C:32](=[O:33])[C:34]([CH3:35])=[O+:36][C-:37]([C:38]#[N:39])[C:40]([CH3:41])=[O:42]
6646,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][O:8][C:9](=[O:10])[C:11](=[NH+:12][N-:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1
6647,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[C:15]1([C:13]([NH:12][CH3:11])=[O:14])[O:16][C:17](=[O:18])[C:19]2([C:20](=[O:21])[O:22][CH3:23])[N:24]1[CH3:25]
6648,[CH3:13][NH:14][C:15](=[O:16])[C:17](=[NH+:18][C-:19]([CH3:20])[C:21]#[N:22])[C:23](=[O:24])[O:25][CH3:26].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[CH:8]2[CH:9]=[CH:10][CH:11]1[O:12]2
6649,[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:14]([C:12]([O:11][CH3:10])=[O:13])([C:23](=[O:24])[O:25][CH3:26])[N:15]=[C:16]1[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
6650,[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[CH:7]=[CH:8]1.[CH3:9][O:10][C:11](=[O:12])[C-:13]([CH3:14])[O+:15]=[CH:16][C:17]#[N:18]
6651,[CH3:15][O:16][C:17](=[O:18])[c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24](=[O:25])[O:26][CH3:27])[o+:28]1.[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([F:9])([Cl:10])[CH2:11][CH2:12][CH2:13][CH2:14]1
6652,[C:1]1(=[O:2])[C:3]([O:4][CH3:5])=[C:6]([O:7][CH3:8])[C:9](=[O:10])[C:11]([CH3:12])=[C:13]1[CH3:14].[CH3:15][NH:16][C:17](=[O:18])[c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24]([CH3:25])=[O:26])[o+:27]1
6653,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15]([CH3:16])=[O:17])[N:18]([CH3:19])[O:20]1
6654,[CH3:9][NH:10][C:11](=[O:12])[C-:13]([O+:14]=[C:15]([C:16](=[O:17])[O:18][CH3:19])[C:20](=[O:21])[O:22][CH3:23])[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1.[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]\[C:6](=[O:7])[O-:8]
6655,[CH2:9]=[NH+:10][N-:11][C:12](=[O:13])[O:14][CH3:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]
6656,[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:14]([CH3:15])([C:16]([CH3:17])=[O:18])[N:12]([CH3:13])[N:11]1[CH3:10]
6657,[CH3:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:16]([CH3:17])([CH3:18])[NH:15][CH:14]2[C:12]([NH:11][CH3:10])=[O:13]
6658,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:19]([CH3:20])([CH3:21])[N:17]([CH3:18])[C:14]1([C:12]([O:11][CH3:10])=[O:13])[C:15]#[N:16]
6659,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]2=[C:11]([C:12]([CH3:13])([Cl:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:25]([CH3:26])([C:27](=[O:28])[O:29][CH3:30])[NH:24][C:23]2([C:21]([NH:20][CH3:19])=[O:22])[C:31](=[O:32])[NH:33][CH3:34]
6660,[CH3:1][C:2]1=[C:3]([C:4](=[O:5])[NH:6][CH3:7])[C:9]([CH3:8])([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[N:10]=[C:11]1[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1
6661,[CH3:15][O:16][C:17](=[O:18])[c-:19]1[c:20](=[O:21])[o:22][c:23]([CH3:24])[n+:25]1[CH3:26].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2
6662,[CH3:1][O:2][C@@:3]1([F:4])[C@:5]([F:6])([O:7][CH3:8])[NH:14][O:13][C:12]1([C:10]([CH3:9])=[O:11])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1
6663,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[C@H:6]2[C@:7]1([C:8]([NH2:9])=[O:10])[CH:15]([C:13]([O:12][CH3:11])=[O:14])[N:16]([CH3:17])[C:18]2([C:19]([CH3:20])=[O:21])[C:22](=[O:23])[O:24][CH3:25]
6664,[N:1]#[C:2][C:3]1=[CH:4][CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:13]([C:14]#[N:15])([C:16]#[N:17])[NH:12][N:11]3[CH3:10]
6665,[CH3:9][CH-:10][O+:11]=[C:12]([C:13](=[O:14])[O:15][CH3:16])[C:17](=[O:18])[O:19][CH3:20].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]
6666,[F:1][C:2]([F:3])([F:4])[C:5]12[CH:6]([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:27]([C:28]#[N:29])([C:30]#[N:31])[N:13]([CH3:12])[C:14]2([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
6667,[CH2:1]1[CH:2]=[CH:3][N:4]([CH3:5])[CH:6]=[C:7]1[C:8]([NH2:9])=[O:10].[N:11]#[C:12][CH:13]=[O+:14][C-:15]([C:16]#[N:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1
6668,[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:15]([C:16]#[N:17])([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[O:14][CH:13]1[C:11]([CH3:10])=[O:12]
6669,[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[NH:7][C:6]1([CH3:5])[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1
6670,[N:1]#[C:2][C:3]12[C:4]([Cl:5])([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[C:15]([C:13]([O:12][CH3:11])=[O:14])([C:21](=[O:22])[O:23][CH3:24])[O:16][C:17]2([CH3:18])[C:19]#[N:20]
6671,[CH3:15][NH:16][C:17](=[O:18])[c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24]#[N:25])[n+:26]1[CH3:27].[CH3:1][C:2](=[O:3])[C:4]1([Br:5])[C:6]#[C:7][C:8]([CH3:9])([CH3:10])[CH2:11][CH2:12][CH2:13][CH2:14]1
6672,[CH3:1][O:2][C:3](=[O:4])[C:5]1([O:6][CH3:7])[C:8]2=[C:9]([C:10]([C:11]([F:12])([F:13])[F:14])([C:15]([F:16])([F:17])[F:18])[CH2:19][CH2:20][CH2:21][CH2:22]1)[C:27]([C:25]([NH:24][CH3:23])=[O:26])([c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[O:28][CH:29]2[C:30]([CH3:31])=[O:32]
6673,[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:6]2[CH:7]3[CH:8]([CH:9]1[O:10]2)[C:19]([C:20](=[O:21])[NH:22][CH3:23])([C:24](=[O:25])[NH:26][CH3:27])[NH:18][C:15]3([C:13]([NH:12][CH3:11])=[O:14])[C:16]#[N:17]
6674,[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([CH3:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[N:19]([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:18]=[C:17]2[C:15]([NH:14][CH3:13])=[O:16]
6675,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[C:9]2=[C:10]([C:11]([Cl:12])([Cl:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:26]1([C:27]#[N:28])[C:24](=[O:25])[O:23][C:22]2([C:20]([O:19][CH3:18])=[O:21])[O:29]1
6676,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][NH:8][C:9](=[O:10])[c-:11]1[nH+:12][c:13]([C:14]([CH3:15])=[O:16])[o:17][c:18]1=[O:19]
6677,[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[C:13]([C:11]([O:10][CH3:9])=[O:12])([C:14](=[O:15])[O:16][CH3:17])[N:18]([CH3:19])[C:20]1([CH3:21])[CH3:22]
6678,[CH2:1]1[C:2]([O:3][CH3:4])([O:5][CH3:6])[C:13]([C:14](=[O:15])[O:16][CH3:17])([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[NH:12][C:11]1([C:9]([NH:8][CH3:7])=[O:10])[C:24](=[O:25])[O:26][CH3:27]
6679,[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:13]2([c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[N:8]([CH3:7])[N:9]1[O:10][C:11]2=[O:12]
6680,[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]2=[C:8]([C:9]([F:10])([F:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:24]([C:25]#[N:26])([C:27](=[O:28])[O:29][CH3:30])[O:23][C:20]2([C:18]([NH:17][CH3:16])=[O:19])[C:21]#[N:22]
6681,[CH2:1]1[CH2:2][C:10]([C:11]([CH3:12])=[O:13])([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[N:8]([CH3:9])[CH:7]1[C:5]([NH:4][CH3:3])=[O:6]
6682,[C:1]1(=[O:2])[C@:3]2([O:4][CH3:5])[C@:6]([O:7][CH3:8])([C:9](=[O:10])[C:11]([CH3:12])=[C:13]1[CH3:14])[C:19]([C:17]([NH:16][CH3:15])=[O:18])([C:29](=[O:30])[NH:31][CH3:32])[O:20][C:21]2([CH3:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1
