,xxx
5423,[C:13]([C:14]([C:15]([H:16])[H:17])([c:18]1[c:19]([H:28])[c:20]([H:29])[c:21]([H:30])[c:22]([H:31])[c:23]1[H:32])[H:27])([H:24])([H:25])[H:26].[C:1]([C:2](=[C:3]([H:8])[H:9])[C:4]([H:10])([H:11])[H:12])([H:5])([H:6])[H:7]
5424,[C:14](=[C:15]([H:22])[H:23])[H:21].[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:7])[H:8].[H:6][C:13]([C:12]([H:16])([H:17])[H:18])([H:19])[H:20]
5425,[C:15]([C:16]([C:17]([C:18]([H:31])([H:32])[H:33])([c:19]1[c:20]([H:34])[c:21]([H:35])[c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30])([H:28])[H:29])([H:25])[H:26].[C:1]([C:2]([C:3]([H:4])([H:5])[H:27])([C:6](=[O:7])[N:8]([H:13])[H:14])[H:12])([H:9])([H:10])[H:11]
5426,[C:1]([H:2])([H:3])([H:4])[C:7]([C:6]([C:5]([H:11])([H:12])[H:13])([H:14])[H:15])([C:8]([H:17])([H:18])[H:19])[H:16].[O:9][C:10]([H:20])([H:21])[H:22]
5427,[N:1]([C:2]([O:3][C:13]([C:12]([C:11]([H:17])([H:18])[H:19])([H:20])[H:21])([H:14])[O:15][C:16]([H:22])([H:23])[H:24])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])[H:7]
5428,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])([H:9])[H:10].[H:8][C:18]([C:17]([C:16]([H:25])([H:26])[H:27])([O:21][C:22](=[O:23])[C:24]([H:29])([H:30])[H:31])[H:28])([H:19])[H:20]
5429,[C:1](=[C:2][c:3]1[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]([H:15])[c:8]1[H:16])([H:9])[H:10].[H:11][C:19]([C:18]([C:17]([H:24])([H:25])[H:26])([H:27])[H:28])([H:20])[N:21]([C:22](=[O:23])[H:30])[H:29]
5430,[C:10]([C:11]([C:12]([H:13])[O:14][C:15](=[O:16])[C:17]([H:23])([H:24])[H:25])([H:21])[H:22])([H:18])([H:19])[H:20].[O:1]([C:2](=[O:3])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6]
5431,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:20](=[C:21]([c:22]1[c:23]([H:31])[c:24]([H:32])[c:25]([H:33])[c:26]([H:34])[c:27]1[H:35])[H:30])([H:28])[H:29]
5432,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])=[C:8]([H:9])[H:10])([H:14])[H:15])([H:11])([H:12])[H:13].[H:16][C:26]1([H:40])[C:25]([H:39])=[C:24]([C:22]([C:21]([C:20]([H:30])([H:31])[H:32])([H:33])[H:34])([C:23]([H:36])([H:37])[H:38])[H:35])[C:29]([H:43])=[C:28]([H:42])[C:27]1[H:41]
5433,[C:11]([C:12](=[C:13]([H:14])[H:15])[N:16]([C:17](=[O:18])[H:24])[H:23])([H:19])([H:20])[H:21].[C:1]([H:5])([H:6])[H:7].[O:2]([C:3](=[C:4]([H:9])[H:10])[H:8])[H:22]
5434,[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:5])([H:6])[C:24]1([H:38])[C:23]([H:37])[C:22]([H:36])=[C:21]([C:19]([C:18]([C:17]([H:27])([H:28])[H:29])([H:30])[H:31])([C:20]([H:33])([H:34])[H:35])[H:32])[C:26]([H:40])=[C:25]1[H:39])[C:7](=[O:8])[O:9][H:16])([H:10])([H:11])[H:12]
5435,[C:4]([C:5](=[O:6])[O:7][C:8](=[C:9]([H:14])[H:15])[H:13])([H:11])[H:12].[O:1]([O:2][H:10])[H:3]
5436,[C:1](=[C:2]([N:3]([C:4]([O:5])([H:10])[C:13]([C:12]([C:11]([H:18])([H:19])[H:20])([H:21])[H:22])([H:14])[N:15]([C:16](=[O:17])[H:24])[H:23])[H:9])[H:8])([H:6])[H:7]
5437,[C:1]([C:2](=[C:3]([H:4])[O:5][C:6]([H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9].[H:11][C:18]1([H:26])[C:17]([C:16](=[C:15]([H:23])[H:24])[H:25])[C:22]([H:30])=[C:21]([H:29])[C:20]([H:28])=[C:19]1[H:27]
5438,[C:1]([C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15])([H:11])[H:12].[H:13][C:27]([C:26]([C:25]([H:36])([H:37])[H:38])([c:30]1[c:31]([H:40])[c:32]([H:41])[c:33]([H:42])[c:34]([H:43])[c:35]1[H:44])[H:39])([H:28])[H:29]
5439,[C:1]([O:2][C:3]([O:4][H:26])([C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])[C:18]([C:17]([C:16]([H:22])([H:23])[H:24])[H:25])([H:19])[O:20][C:21]([H:27])([H:28])[H:29])([H:8])([H:9])[H:10]
5440,[C:17]([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])=[C:5]([H:6])[H:7])([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][O:18][C:19](=[C:20]([H:25])[H:26])[H:24]
5441,[C:16]([C:17](=[C:18]([H:19])[O:20][C:21]([H:27])([H:28])[H:29])[H:25])([H:22])([H:23])[H:24].[C:1]([O:2][C:3](=[O:4])[C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])([H:8])[H:10].[H:9][H:26]
5442,[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11])([H:7])([H:8])[H:9].[C:21]([O:22][O:23])([H:24])([H:25])[H:26]
5443,[C:1]([O:2][O:3][C:10]([N:9]([C:8](=[C:7]([H:12])[H:13])[H:14])[H:15])([O:11])[H:16])([H:4])([H:5])[H:6]
5444,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13])[H:11])([H:8])([H:9])[H:10].[H:12][C:21]([C:20]([C:19]([H:26])([H:27])[H:28])([H:29])[H:30])([H:22])[C:23](=[O:24])[N:25]([H:31])[H:32]
5445,[C:14]([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:4])([H:5])[C:15]([O:16][C:17](=[O:18])[C:19](=[C:20]([H:27])[H:28])[H:26])([H:24])[H:25])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]
5446,[C:16]([C:17](=[C:18]([H:19])[N:20]([C:21](=[O:22])[H:29])[H:28])[H:27])([H:23])([H:24])[H:25].[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7][H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:14][H:26]
5447,[C:1]([C:2](=[C:3]([H:4])[H:5])[C:6](=[O:7])[O:8][H:13])([H:9])([H:10])[H:11].[H:12][C:15]([C:14]([H:18])([H:19])[H:20])([C:16]([H:21])[H:22])[C:17]([H:23])([H:24])[H:25]
5448,[C:10]([C:11](=[C:12]([H:13])[H:14])[N:15]([C:16](=[O:17])[H:23])[H:22])([H:18])([H:19])[H:20].[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])([H:9])[H:21])[H:7])[H:6]
5449,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])([C:8]([C:9]([H:17])([H:18])[H:19])([H:15])[H:16])[O:24][C:23]([N:22]([C:21](=[C:20]([H:25])[H:26])[H:27])[H:28])[H:29])([H:13])[H:14])([H:10])([H:11])[H:12]
5450,[C:10](=[C:11]([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14])([H:16])[H:17].[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])[H:9])([H:7])[H:15])[H:6]
5451,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])[C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])([H:12])[H:13])([H:9])([H:10])[H:11].[C:20](=[C:21]([c:22]1[c:23]([H:31])[c:24]([H:32])[c:25]([H:33])[c:26]([H:34])[c:27]1[H:35])[H:30])([H:28])[H:29]
5452,[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:20]([C:18]([C:17]([H:23])([H:24])[H:25])=[C:19]([H:26])[H:27])=[O:21])([H:9])[H:10])([H:6])([H:7])[H:8].[O:22][H:28]
5453,[C:18]([C:19]([C:20]([H:26])([H:27])[H:28])[C:21]#[N:22])([H:23])([H:24])[H:25].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[O:7][H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
5454,[C:1]([C:2]([H:10])([H:11])[C:23]([C:22]([C:21]([H:27])([H:28])[H:29])([H:30])[H:31])([H:24])[O:25][C:26]([H:32])([H:33])[H:34])([H:7])([H:8])[H:9].[C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20]
5455,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])[H:9].[H:10][C:23]([C:21]([C:20]([C:19]([H:26])([H:27])[H:28])([H:29])[H:30])([C:22]([H:32])([H:33])[H:34])[H:31])([H:24])[H:25]
5456,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:14])([H:15])[C:18]([C:17]([C:16]([H:22])([H:23])[H:24])([H:25])[H:26])([H:19])[C:20]([C:21]([H:29])([H:30])[H:31])([H:27])[H:28])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
5457,[C:13]([C:14](=[C:15]([H:16])[H:17])[N:18]([C:19](=[O:20])[H:26])[H:25])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:10])[H:11])([C:4](=[O:5])[O:6][H:12])[H:24])([H:7])([H:8])[H:9]
5458,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])[H:12])([H:8])([H:9])[H:10].[H:11][C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([N:21]([C:22](=[O:23])[H:29])[H:28])[H:27])([H:19])[H:20]
5459,[C:1]([C:2]([C:3](=[C:4]([H:14])[H:16])[C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])([H:12])[H:13])([H:9])([H:10])[H:11].[C:20]([C:21]=[O:22])([H:26])([H:27])[H:28].[H:15][O:23][C:24](=[C:25]([H:30])[H:31])[H:29]
5460,[C:17](=[C:18]([N:19]([C:20]=[O:21])[H:25])[H:24])([H:22])[H:23].[C:1]([C:2]([C:3]([H:4])([H:5])[H:26])([O:6][C:7](=[O:8])[C:9]([H:14])([H:15])[H:16])[H:13])([H:10])([H:11])[H:12]
5461,[C:1]([C:2](=[C:3]([H:4])[H:5])[C:6](=[O:7])[O:8][H:13])([H:9])([H:10])[H:11].[H:12][C:19]1([H:27])[C:18]([H:26])[C:17]([H:25])=[C:16]([C:15](=[C:14]([H:22])[H:23])[H:24])[C:21]([H:29])=[C:20]1[H:28]
5462,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])[C:23]([C:21]([C:20]([H:26])([H:27])[H:28])=[C:22]([H:29])[H:30])([O:24][C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])[O:25][H:31])([H:12])[H:13])([H:9])([H:10])[H:11]
5463,[C:17]([C:18]([C:19]([H:20])[H:21])([O:22][C:23](=[O:24])[C:25]([H:30])([H:31])[H:32])[H:29])([H:26])([H:27])[H:28].[C:1](=[C:2]([c:3]1[c:4]([H:12])[c:5]([H:13])[c:6]([H:14])[c:7]([H:15])[c:8]1[H:16])[H:11])([H:9])[H:10]
5464,[C:1](=[C:2]([c:3]1[c:4][c:5]([H:13])[c:6]([H:14])[c:7]([H:15])[c:8]1[H:16])[H:11])([H:9])[H:10].[H:12][C:19]([C:18]([C:17]([H:28])([H:29])[H:30])([c:22]1[c:23]([H:32])[c:24]([H:33])[c:25]([H:34])[c:26]([H:35])[c:27]1[H:36])[H:31])([H:20])[H:21]
5465,[C:1]([O:2])([H:4])([H:5])[H:6].[O-:3][O+:11]=[C:10]([C:8]([C:7]([H:13])([H:14])[H:15])=[C:9]([H:16])[H:17])[O:12][H:18]
5466,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])=[C:8]([C:9]([H:17])([H:18])[H:19])[H:16])([H:13])[H:14])([H:10])([H:11])[H:12].[H:15][O:23][C:22]([O:21][C:20]([H:27])([H:28])[H:29])[C:24](=[C:25]([H:30])[H:31])[C:26]([H:32])([H:33])[H:34]
5467,[N:1]([C:2]([O:3])([C:4](=[C:5]([H:9])[H:10])[H:8])[C:13]([C:12]([C:11]([H:18])([H:19])[H:20])([H:21])[H:22])([H:14])[C:15](=[O:16])[N:17]([H:23])[H:24])([H:6])[H:7]
5468,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])=[C:5]([H:6])[H:7])([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][C:22]1([H:36])[C:21]([C:19]([C:18]([C:17]([H:27])([H:28])[H:29])([H:30])[H:31])([C:20]([H:33])([H:34])[H:35])[H:32])[C:26]([H:40])=[C:25]([H:39])[C:24]([H:38])=[C:23]1[H:37]
5469,[C:15]([C:16](=[C:17]([H:24])[H:25])[C:18](=[O:19])[O:20])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:4])([H:5])[H:26])([C:6](=[O:7])[N:8]([H:13])[H:14])[H:12])([H:9])([H:10])[H:11]
5470,[C:12]([C:13]([C:14]([C:15]([H:28])[H:29])([c:16]1[c:17]([H:31])[c:18]([H:32])[c:19]([H:33])[c:20]([H:34])[c:21]1[H:35])[H:27])([H:25])[H:26])([H:22])([H:23])[H:24].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[H:30])([H:6])([H:7])[H:8]
5471,[C:1]([C:2]([C:3](=[C:4][H:12])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7].[H:11][O:15][O:14][C:13]([H:16])([H:17])[H:18]
5472,[C:2](=[O:3])([C:4](=[C:5]([H:9])[H:10])[H:8])[O:13][O:12][C:11]([H:14])([H:15])[H:16].[N:1]([H:6])[H:7]
5473,[C:1]([H:7])([H:8])[H:9].[C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])([H:11])[C:23]([C:22]([C:21]([H:32])([H:33])[H:34])([c:26]1[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]([H:39])[c:31]1[H:40])[H:35])([H:24])[H:25]
5474,[C:13]([C:14](=[C:15]([H:16])[O:17][C:18]([H:24])([H:25])[H:26])[H:22])([H:19])([H:20])[H:21].[C:1]([H:7])([H:8])([H:9])[H:23].[C:2](=[C:3]([H:10])[H:11])[C:4](=[O:5])[O:6][H:12]
5475,[C:16]([C:17]([C:18]([H:28])([H:29])[H:30])([C:19]([H:20])[H:21])[C:22](=[O:23])[O:24][H:31])([H:25])([H:26])[H:27].[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
5476,[C:1]([H:5])([H:6])([H:7])[O:15][O:14][C:13]([H:16])([H:17])[H:18].[C:2](=[C:3]([H:8])[H:9])[C:4]([H:10])([H:11])[H:12]
5477,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]=[C:7]([H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][C:18]([C:17]([C:16]([H:26])([H:27])[H:28])([H:29])[H:30])([H:19])[c:20]1[c:21]([H:31])[c:22]([H:32])[c:23]([H:33])[c:24]([H:34])[c:25]1[H:35]
5478,[C:1]([C:2]([C:3]([H:4])([H:5])[C:19]1([H:27])[C:18]([H:26])[C:17]([H:25])=[C:16]([C:15](=[C:14]([H:22])[H:23])[H:24])[C:21]([H:29])=[C:20]1[H:28])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]
5479,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[O:7][H:16])[C:18]([C:17]([H:23])([H:24])[H:25])=[O:19])([H:11])[H:12])([H:8])([H:9])[H:10].[O:20][C:21](=[C:22]([H:27])[H:28])[H:26]
5480,[C:1]([O:2])([H:8])([H:9])[H:10].[C:3](=[O:4])([C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([H:27])[H:28])([C:19]([H:29])([H:30])[H:31])[C:20](=[O:21])[O:22][C:23]([H:32])([H:33])[H:34]
5481,[C:1]([C:2]([H:3])[H:4])([H:5])([H:6])[H:7].[C:8]([C:9]([C:10]([C:11]([H:20])([H:21])[H:22])([O:12][C:13]([H:23])([H:24])[H:25])[H:19])([H:17])[H:18])([H:14])([H:15])[H:16]
5482,[C:1]([H:2])([H:3])([H:4])[O:11][C:10]([O:9][C:7]([C:6]([C:5]([H:13])([H:14])[H:15])([H:16])[H:17])([C:8]([H:19])([H:20])[H:21])[H:18])[C:12]([H:22])([H:23])[H:24]
5483,[C:16]([C:17](=[C:18]([H:19])[N:20]([C:21](=[O:22])[H:29])[H:28])[H:27])([H:23])([H:24])[H:25].[C:1]([H:8])([H:9])([H:10])[H:26].[C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12]
5484,[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:7])[H:8].[H:6][C:13]([C:12]([H:18])([H:19])[H:20])([C:14]([H:21])[H:22])[C:15](=[O:16])[O:17][H:23]
5485,[C:11]([C:12]([C:13]([H:14])[H:15])([N:16]([C:17](=[O:18])[H:24])[H:23])[H:22])([H:19])([H:20])[H:21].[C:1]([O:2][C:3](=[C:4]([H:9])[H:10])[H:8])([H:5])([H:6])[H:7]
5486,[C:1]([C:2]=[O:3])([H:7])([H:8])[H:9].[O:4]([C:5](=[C:6]([H:11])[H:12])[H:10])[C:15]([C:14]([C:13]([H:21])([H:22])[H:23])([N:18]([C:19](=[O:20])[H:26])[H:25])[H:24])([H:16])[H:17]
5487,[C:1]([C:2]([O:3][C:4]([O:5])([C:6](=[C:7]([H:14])[H:15])[H:13])[O:18][O:17][C:16]([H:19])([H:20])[H:21])([H:11])[H:12])([H:8])([H:9])[H:10]
5488,[C:11]([C:12](=[C:13]([C:14]([H:24])([H:25])[H:26])[C:15](=[O:16])[O:17][C:18]([H:27])([H:28])[H:29])[H:22])([H:19])([H:20])[H:21].[N:1]([C:2]([O:3][H:23])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])[H:7]
5489,[C:1]([C:2]([C:3]([C:5](=[O:6])[N:7]([H:17])[H:18])([H:13])[C:21]([C:20]([C:19]([H:27])([H:28])[H:29])([N:24]([C:25](=[O:26])[H:32])[H:31])[H:30])([H:22])[H:23])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]([H:14])([H:15])[H:16]
5490,[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])([H:9])[C:11]([C:10]([H:15])([H:16])[H:17])([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14])[H:7])[H:6]
5491,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[H:28])([H:11])([H:12])[H:13].[C:20]([O:21][C:22](=[C:23][H:29])[H:27])([H:24])([H:25])[H:26]
5492,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])[H:30])([H:12])[H:13])([H:9])([H:10])[H:11].[C:20](=[C:21][c:22]1[c:23]([H:31])[c:24]([H:32])[c:25]([H:33])[c:26]([H:34])[c:27]1[H:35])([H:28])[H:29]
5493,[C:4](=[C:5]([N:6]([C:7]=[O:8])[H:12])[H:11])([H:9])[H:10].[O:1]([O:2][H:13])[H:3]
5494,[C:1](=[C:2]([H:3])[H:4])([H:6])[H:7].[C:9](=[O:10])[O:11][C:12](=[C:13]([H:18])[H:19])[H:17].[H:5][C:8]([H:14])([H:15])[H:16]
5495,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])([C:8]([H:9])([H:10])[O:21][C:20]([H:27])([H:28])[H:29])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:22](=[O:23])[C:24](=[C:25]([H:30])[H:31])[C:26]([H:32])([H:33])[H:34]
5496,[N:1]([C:2]([O:3][C:13]([C:12]([C:11]([H:16])([H:17])[H:18])([H:19])[H:20])([C:14]([H:21])([H:22])[H:23])[C:15]([H:24])([H:25])[H:26])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])[H:7]
5497,[C:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])[O:7][C:8](=[O:9])[C:10]([H:20])([H:21])[H:22])([H:14])[H:15])([H:11])([H:12])[H:13].[O:1]([H:2])[H:16]
5498,[C:1]([C:2]([C:3]([H:4])([H:5])[C:17]([O:16][C:15]([C:14]([H:21])([H:22])[H:23])([H:24])[H:25])([O:18])[C:19](=[C:20]([H:27])[H:28])[H:26])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]
5499,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:14])([H:15])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([H:27])[H:28])([C:19]([H:29])([H:30])[H:31])[C:20](=[O:21])[O:22][C:23]([H:32])([H:33])[H:34])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]
5500,[C:16]([C:17](=[C:18]([H:19])[H:20])[N:21]([C:22](=[O:23])[H:29])[H:28])([H:24])([H:25])[H:26].[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:11])[H:12])([C:7]([H:13])([H:14])[H:15])[H:27])([H:8])([H:9])[H:10]
5501,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])[H:39])([H:12])[H:13])([H:9])([H:10])[H:11].[C:20]([C:21]([C:22]([C:23]([H:36])([H:37])[H:38])([c:24]1[c:25][c:26]([H:40])[c:27]([H:41])[c:28]([H:42])[c:29]1[H:43])[H:35])([H:33])[H:34])([H:30])([H:31])[H:32]
5502,[C:17](=[C:18]([N:19][C:20](=[O:21])[H:26])[H:24])([H:22])[H:23].[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[O:7][H:16])[H:25])([H:11])[H:12])([H:8])([H:9])[H:10]
5503,[C:17]([C:18](=[C:19][H:27])[C:20](=[O:21])[O:22][H:28])([H:23])([H:24])[H:25].[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[H:26])([H:9])[H:10])([H:6])([H:7])[H:8]
5504,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])=[C:8]([C:9]([H:17])([H:18])[H:19])[H:16])([H:13])[H:14])([H:10])([H:11])[H:12].[C:21](=[O:22])[O:23][C:24](=[C:25]([H:30])[H:31])[H:29].[H:15][C:20]([H:26])([H:27])[H:28]
5505,[O:1]([C:2]([O:3])([C:4](=[C:5]([H:8])[H:9])[H:7])[C:12]([C:11]([C:10]([H:18])([H:19])[H:20])([N:15]([C:16](=[O:17])[H:23])[H:22])[H:21])([H:13])[H:14])[H:6]
5506,[C:1]([C:2](=[C:3]([H:4])[H:5])[c:6]1[c:7]([H:16])[c:8]([H:17])[c:9]([H:18])[c:10]([H:19])[c:11]1[H:20])([H:12])([H:13])[H:14].[H:15][O:25][C:24]([N:23]([C:22](=[C:21]([H:26])[H:27])[H:28])[H:29])[H:30]
5507,[C:1]([C:2]([C:3]([C:5](=[O:6])[O:7][H:17])([H:13])[O:20][O:19][C:18]([H:21])([H:22])[H:23])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]([H:14])([H:15])[H:16]
5508,[C:15]([C:16]([C:17](=[C:18]([H:25])[H:26])[H:24])[H:23])([H:19])([H:20])[H:21].[C:1]([C:2](=[C:3]([H:4])[C:5](=[O:6])[N:7]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10].[H:12][H:22]
5509,[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11])([H:7])([H:8])[H:9].[H:16][C:23]([C:22]([C:21]([H:27])([H:28])[H:29])([H:30])[H:31])([H:24])[O:25][C:26]([H:32])([H:33])[H:34]
5510,[C:1]([C:2]([C:3]([H:4])([H:5])[C:26]([C:25]([O:24][C:22]([C:21]([H:27])([H:28])[H:29])=[O:23])[H:30])([H:31])[H:32])([c:6]1[c:7]([H:16])[c:8]([H:17])[c:9]([H:18])[c:10]([H:19])[c:11]1[H:20])[H:15])([H:12])([H:13])[H:14]
5511,[C:1]([H:7])([H:8])([H:9])[C:23]([C:22]([C:21]([H:27])([H:28])[H:29])([H:30])[H:31])([H:24])[C:25]([C:26]([H:34])([H:35])[H:36])([H:32])[H:33].[C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11]
5512,[C:13]([C:14](=[C:15]([H:16])[O:17][C:18]([H:24])([H:25])[H:26])[H:22])([H:19])([H:20])[H:21].[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4]([O:5])([O:6][H:12])[H:23])([H:7])([H:8])[H:9]
5513,[H:7][C:12]([C:11]([C:10]([H:18])([H:19])[H:20])([H:21])[H:22])([H:13])[O:14][C:15](=[O:16])[C:17]([H:23])([H:24])[H:25].[O:1]([C:2](=[O:3])[C:4]=[C:5]([H:8])[H:9])[H:6]
5514,[C:13]([C:14](=[C:15]([H:16])[H:17])[O:18][C:19](=[O:20])[C:21]([H:26])([H:27])[H:28])([H:22])([H:23])[H:24].[C:1]([C:2](=[C:3]([H:10])[H:11])[C:4](=[O:5])[O:6][H:12])([H:8])[H:9].[H:7][H:25]
5515,[N:1]([C:2](=[O:3])[C:4]([C:5]([H:9])[H:10])([H:8])[C:13]([C:12]([C:11]([H:16])([H:17])[H:18])([H:19])[H:20])([C:14]([H:21])([H:22])[H:23])[C:15]([H:24])([H:25])[H:26])([H:6])[H:7]
5516,[O:1][O:2][C:5]([C:4]([H:10])([H:11])[H:12])([O:6][H:3])[O:7][C:8](=[C:9]([H:14])[H:15])[H:13]
5517,[C:17]([C:18]([C:19]([C:20]([H:30])([H:31])[H:32])([N:21]([C:22]=[O:23])[H:33])[H:29])([H:27])[H:28])([H:24])([H:25])[H:26].[C:1]([C:2]([C:3]([H:4])([C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:34])([H:10])[H:11])([H:7])([H:8])[H:9]
