rxn_smiles,ea
[C:15]([C:16]([F:17])([F:18])[F:19])([H:22])([H:23])[C:24]([H:20])[H:21].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:25]([H:26])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:25]([C:24]([C:15]([C:16]([F:17])([F:18])[F:19])([H:22])[H:23])([H:20])[H:21])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10].[H:26],14.3
[C:10]([F:11])([F:12])([F:13])[C:16]([H:14])[H:15].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:9])[o:6][c:17]1[H:18]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:9])[o:6][c:17]1[C:16]([C:10]([F:11])([F:12])[F:13])([H:14])[H:15].[H:18],14.0
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:23]([H:24])[s:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:23]([C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])[s:6]1)([H:7])([H:8])[H:9].[H:24],15.6
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][c:7]([H:18])[s:6][c:23]1[H:24])([H:9])([H:10])[H:11].[F:19][C:22]([H:20])[H:21]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][c:7]([H:18])[s:6][c:23]1[C:22]([F:19])([H:20])[H:21])([H:9])([H:10])[H:11].[H:24],15.5
[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[c:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[c:4]([H:10])[c:16]1[C:15]([H:12])([H:13])[H:14])([H:7])([H:8])[H:9].[H:17],19.9
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:25]([H:26])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10].[c:14]1([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]([H:23])[c:24]1>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:25](-[c:24]2[c:14]([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]2[H:23])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10].[H:26],13.4
[C:12]([H:14])([H:15])([H:16])[C:21]([C:13]([H:18])([H:19])[H:20])[H:17].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[n:7][c:22]([H:23])[c:8]([H:11])[n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[n:7][c:22]([C:21]([C:12]([H:14])([H:15])[H:16])([C:13]([H:18])([H:19])[H:20])[H:17])[c:8]([H:11])[n:9]1.[H:23],13.7
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],18.3
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:27]([H:28])[c:7]([H:19])[s:8]1)([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([F:21])[F:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:27]([C:26]([C:20]([H:23])([H:24])[H:25])([F:21])[F:22])[c:7]([H:19])[s:8]1)([H:9])([H:10])[H:11].[H:28],15.1
[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:17]([H:18])[n:6]1[H:12])([H:7])([H:8])[H:9].[F:13][C:16]([F:14])[F:15]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:17]([C:16]([F:13])([F:14])[F:15])[n:6]1[H:12])([H:7])([H:8])[H:9].[H:18],5.4
[C:1]([O:2][c:3]1[c:4]([H:11])[c:24]([H:25])[c:5]([H:12])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[c:14]1([H:19])[c:15]([H:20])[n:16][c:17]([H:21])[c:18]([H:22])[c:23]1>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:24](-[c:23]2[c:14]([H:19])[c:15]([H:20])[n:16][c:17]([H:21])[c:18]2[H:22])[c:5]([H:12])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[H:25],17.5
[C:10]([H:13])([H:14])([H:15])[C:16]([F:11])[F:12].[F:1][C:2]([F:3])([F:4])[c:5]1[o:8][n:7][c:6]([H:9])[c:17]1[H:18]>>[F:1][C:2]([F:3])([F:4])[c:5]1[o:8][n:7][c:6]([H:9])[c:17]1[C:16]([C:10]([H:13])([H:14])[H:15])([F:11])[F:12].[H:18],14.9
[F:11][C:14]([F:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[o:7][c:6]([H:9])[c:15]1[H:16]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[o:7][c:6]([H:9])[c:15]1[C:14]([F:11])([F:12])[H:13].[H:16],19.0
[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([H:17])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[H:14]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([C:15]([F:12])([F:13])[H:14])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[H:17],13.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:19])[o:7][c:6]([H:18])[c:27]1[H:28])([H:9])([H:10])[H:11].[C:20]([F:21])([F:22])([F:23])[C:26]([H:24])[H:25]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:19])[o:7][c:6]([H:18])[c:27]1[C:26]([C:20]([F:21])([F:22])[F:23])([H:24])[H:25])([H:9])([H:10])[H:11].[H:28],19.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:19])[s:7][n+:6]([H:18])[c:27]1[H:28])([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([F:21])[F:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:19])[s:7][n+:6]([H:18])[c:27]1[C:26]([C:20]([H:23])([H:24])[H:25])([F:21])[F:22])([H:9])([H:10])[H:11].[H:28],11.4
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([H:19])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10].[F:14][C:17]([F:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([C:17]([F:14])([F:15])[H:16])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10].[H:19],12.5
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],11.1
[F:11][C:14]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:6]([H:9])[c:15]([H:16])[c:7]([H:10])[o:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:6]([H:9])[c:15]([C:14]([F:11])([F:12])[F:13])[c:7]([H:10])[o:8]1.[H:16],15.3
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:25]([H:26])[c:8]([H:12])[n+:9]1[H:13]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:25]([C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17])[c:8]([H:12])[n+:9]1[H:13].[H:26],23.6
[F:11][C:14]([F:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[o:8][c:15]1[H:16]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[o:8][c:15]1[C:14]([F:11])([F:12])[H:13].[H:16],9.7
[C:12]([H:14])([H:15])([H:16])[C:21]([C:13]([H:18])([H:19])[H:20])[H:17].[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:22]1[H:23])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:22]1[C:21]([C:12]([H:14])([H:15])[H:16])([C:13]([H:18])([H:19])[H:20])[H:17])([H:7])([H:8])[H:9].[H:23],20.7
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:30]([H:31])[n+:9]1[H:22])([H:10])([H:11])[H:12].[C:23]([F:24])([F:25])([F:26])[C:29]([H:27])[H:28]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:30]([C:29]([C:23]([F:24])([F:25])[F:26])([H:27])[H:28])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:31],17.9
[C:12]([H:14])([H:15])([H:16])[C:21]([C:13]([H:18])([H:19])[H:20])[H:17].[C:1]([O:2][c:3]1[n:6]([H:11])[n:5][c:4]([H:10])[c:22]1[H:23])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:6]([H:11])[n:5][c:4]([H:10])[c:22]1[C:21]([C:12]([H:14])([H:15])[H:16])([C:13]([H:18])([H:19])[H:20])[H:17])([H:7])([H:8])[H:9].[H:23],27.3
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[s:5][n+:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])[s:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[H:24],20.7
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[C:1]([O:2][c:3]1[n:7][c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:25]1[H:26])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[n:7][c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:25]1[C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17])([H:8])([H:9])[H:10].[H:26],21.7
[C:1]([O:2][c:3]1[o:6][n:5][c:4]([H:10])[c:15]1[H:16])([H:7])([H:8])[H:9].[H:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[o:6][n:5][c:4]([H:10])[c:15]1[C:14]([H:11])([H:12])[H:13])([H:7])([H:8])[H:9].[H:16],18.8
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:32]([H:33])[c:8]([H:20])[n+:9]1[H:21])([H:10])([H:11])[H:12].[c:22]1([H:27])[c:23]([H:28])[n:24][c:25]([H:29])[c:26]([H:30])[c:31]1>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[n:7][c:32](-[c:31]2[c:22]([H:27])[c:23]([H:28])[n:24][c:25]([H:29])[c:26]2[H:30])[c:8]([H:20])[n+:9]1[H:21])([H:10])([H:11])[H:12].[H:33],11.2
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:27]([H:28])[n:7][n:8]1[H:19])([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([F:21])[F:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:27]([C:26]([C:20]([H:23])([H:24])[H:25])([F:21])[F:22])[n:7][n:8]1[H:19])([H:9])([H:10])[H:11].[H:28],16.0
[C:11]([H:13])([H:14])([H:15])[C:20]([C:12]([H:17])([H:18])[H:19])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[o:7][c:6]([H:9])[c:21]1[H:22]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[o:7][c:6]([H:9])[c:21]1[C:20]([C:11]([H:13])([H:14])[H:15])([C:12]([H:17])([H:18])[H:19])[H:16].[H:22],20.1
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],17.1
[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:17]([H:18])[n:7]1)([H:8])([H:9])[H:10].[F:13][C:16]([H:14])[H:15]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:17]([C:16]([F:13])([H:14])[H:15])[n:7]1)([H:8])([H:9])[H:10].[H:18],14.0
[C:1]([O:2][c:3]1[n+:4]([H:10])[c:16]([H:17])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n+:4]([H:10])[c:16]([C:15]([H:12])([H:13])[H:14])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[H:17],14.6
[C:11]([H:13])([H:14])([H:15])[C:20]([C:12]([H:17])([H:18])[H:19])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:10])[n:6]([H:9])[c:21]1[H:22]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:10])[n:6]([H:9])[c:21]1[C:20]([C:11]([H:13])([H:14])[H:15])([C:12]([H:17])([H:18])[H:19])[H:16].[H:22],18.7
[C:1]([O:2][c:3]1[n+:4]([H:10])[c:22]([H:23])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9].[c:12]1([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]([H:20])[c:21]1>>[C:1]([O:2][c:3]1[n+:4]([H:10])[c:22](-[c:21]2[c:12]([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]2[H:20])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9].[H:23],13.2
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n+:7]([H:19])[o:8][c:24]1[H:25])([H:9])([H:10])[H:11].[H:20][C:23]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n+:7]([H:19])[o:8][c:24]1[C:23]([H:20])([H:21])[H:22])([H:9])([H:10])[H:11].[H:25],9.4
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],10.6
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],16.4
[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:18]([H:19])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])[o:6]1)([H:7])([H:8])[H:9].[H:19],10.2
[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([H:16])[s:5][n:6]1)([H:7])([H:8])[H:9].[H:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([C:14]([H:11])([H:12])[H:13])[s:5][n:6]1)([H:7])([H:8])[H:9].[H:16],11.7
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],11.4
[C:11]([H:14])([H:15])([H:16])[C:23]([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22].[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[s:7][n+:6]([H:9])[c:24]1[H:25]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[s:7][n+:6]([H:9])[c:24]1[C:23]([C:11]([H:14])([H:15])[H:16])([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22].[H:25],5.8
[C:13]([F:14])([F:15])([F:16])[C:19]([H:17])[H:18].[C:1]([O:2][c:3]1[n+:6]([H:12])[c:5]([H:11])[n:4]([H:10])[c:20]1[H:21])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n+:6]([H:12])[c:5]([H:11])[n:4]([H:10])[c:20]1[C:19]([C:13]([F:14])([F:15])[F:16])([H:17])[H:18])([H:7])([H:8])[H:9].[H:21],16.0
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],9.4
[C:19]([F:20])([F:21])([F:22])[C:25]([H:23])[H:24].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:26]([H:27])[c:7]([H:18])[o:8]1)([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:26]([C:25]([C:19]([F:20])([F:21])[F:22])([H:23])[H:24])[c:7]([H:18])[o:8]1)([H:9])([H:10])[H:11].[H:27],17.4
[C:10]([H:12])([H:13])([H:14])[C:19]([C:11]([H:16])([H:17])[H:18])[H:15].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][o:7][c:6]([H:9])[c:20]1[H:21]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][o:7][c:6]([H:9])[c:20]1[C:19]([C:10]([H:12])([H:13])[H:14])([C:11]([H:16])([H:17])[H:18])[H:15].[H:21],22.2
[C:15]([H:18])([H:19])([H:20])[C:27]([C:16]([H:21])([H:22])[H:23])[C:17]([H:24])([H:25])[H:26].[C:1]([O:2][c:3]1[c:4]([H:11])[c:28]([H:29])[c:5]([H:12])[c:6]([H:13])[n+:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:28]([C:27]([C:15]([H:18])([H:19])[H:20])([C:16]([H:21])([H:22])[H:23])[C:17]([H:24])([H:25])[H:26])[c:5]([H:12])[c:6]([H:13])[n+:7]1[H:14])([H:8])([H:9])[H:10].[H:29],9.8
[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][o:6][c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([F:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][o:6][c:15]1[C:14]([F:11])([F:12])[H:13])([H:7])([H:8])[H:9].[H:16],9.6
[C:11]([F:12])([F:13])([F:14])[C:17]([H:15])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[s:8][n+:7]([H:10])[c:6]([H:9])[c:18]1[H:19]>>[F:1][C:2]([F:3])([F:4])[c:5]1[s:8][n+:7]([H:10])[c:6]([H:9])[c:18]1[C:17]([C:11]([F:12])([F:13])[F:14])([H:15])[H:16].[H:19],19.2
[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:18]([H:19])[n+:7]([H:10])[o:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])[n+:7]([H:10])[o:8]1.[H:19],10.1
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:19]([H:20])[n+:7]1[H:14])([H:8])([H:9])[H:10].[F:15][C:18]([F:16])[H:17]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:19]([C:18]([F:15])([F:16])[H:17])[n+:7]1[H:14])([H:8])([H:9])[H:10].[H:20],10.2
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[s:8][c:15]1[H:16].[H:11][C:14]([H:12])[H:13]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[s:8][c:15]1[C:14]([H:11])([H:12])[H:13].[H:16],13.6
[C:13]([H:16])([H:17])([H:18])[C:25]([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24].[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([H:27])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([C:25]([C:13]([H:16])([H:17])[H:18])([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:27],14.9
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:27]([H:28])[n+:9]1[H:22])([H:10])([H:11])[H:12].[F:23][C:26]([F:24])[H:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:27]([C:26]([F:23])([F:24])[H:25])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:28],11.9
[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([H:17])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:16]([C:15]([F:12])([F:13])[F:14])[c:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[H:17],8.8
[C:1]([O:2][c:3]1[c:4]([H:10])[c:17]([H:18])[c:5]([H:11])[n:6]1[H:12])([H:7])([H:8])[H:9].[F:13][C:16]([F:14])[H:15]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:17]([C:16]([F:13])([F:14])[H:15])[c:5]([H:11])[n:6]1[H:12])([H:7])([H:8])[H:9].[H:18],13.9
[C:13]([H:16])([H:17])([H:18])[C:25]([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24].[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([H:27])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([C:25]([C:13]([H:16])([H:17])[H:18])([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:27],19.7
[C:10]([H:13])([H:14])([H:15])[C:16]([H:11])[H:12].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][s:8][c:17]1[H:18]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][s:8][c:17]1[C:16]([C:10]([H:13])([H:14])[H:15])([H:11])[H:12].[H:18],14.7
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[n+:7]([H:11])[c:17]([H:18])[c:8]([H:12])[n:9]1.[H:13][C:16]([H:14])[H:15]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[n+:7]([H:11])[c:17]([C:16]([H:13])([H:14])[H:15])[c:8]([H:12])[n:9]1.[H:18],6.3
[C:1]([O:2][c:3]1[n:6]([H:12])[c:5]([H:11])[c:4]([H:10])[c:17]1[H:18])([H:7])([H:8])[H:9].[H:13][C:16]([H:14])[H:15]>>[C:1]([O:2][c:3]1[n:6]([H:12])[c:5]([H:11])[c:4]([H:10])[c:17]1[C:16]([H:13])([H:14])[H:15])([H:7])([H:8])[H:9].[H:18],20.5
